file_name,prompt
Haeundae Central Prugio I-Park_P_008.jpg,"a group of tall buildings sitting on top of a lush green field, chinese architecture, lumion rendering, kowloon walled city style, cg architects, detailed rendering, architectural rendering, architecture digest, realistic. cheng yi, curvilinear architecture, smooth utopian design, skyscraper forest community, arsitektur nusantara, skybridge towers"
Haeundae Central Prugio I-Park_P_009.jpg,"a group of tall buildings sitting on top of a lush green field, lumion rendering, rendering of checkmate, detailed rendering, architectural rendering, skybridge towers, detailed renderings, sharp hq rendering, photoralistic rendering, conceptual rendering, city high-rise, overall architectural design, cascading highrise, curvilinear architecture, digital rendering"
Haeundae Central Prugio I-Park_P_010.jpg,"a city street filled with lots of tall buildings, lumion rendering, shenzhen, skyscraper forest community, seoul, high-rise buildings, skybridge towers, city high-rise, urban environment, detailed rendering, traditional korean city, megabuildings, high rise buildings, city environment, lumion render, detailed renderings, cities flourishing, architectural rendering"
HANA Dream Town Masterplan_P_002.jpg,"an aerial view of a building surrounded by trees, futuristic nazi german city, sharp hq rendering, renderhub next2020, lumion rendering, detailed renderings, architecture visualization, inspired by Edi Rama, architectural visualization, concentrated buildings, rendering of checkmate, conceptual rendering, beautiful futuristic new delhi, beautiful russia of the future, architectural planning, archviz"
HANA Dream Town Masterplan_P_003.jpg,"a large building with a soccer field on top of it, sharp hq rendering, detailed renderings, lumion rendering, architectural rendering, conceptual rendering, rendering of checkmate, photoralistic rendering, realistic painting of a complex, detailed rendering, artistic rendering, landscape architecture photo, beautiful artist rendering, a digital rendering, architecture visualization, lumion render"
HANA Dream Town Masterplan_P_004.jpg,"a group of tall buildings next to a body of water, full of clear glass facades, detailed renderings, sharp hq rendering, by David Chipperfield, inspired by David Chipperfield, lumion rendering, sleek glass buildings, conceptual rendering, detailed rendering, inspired by Tadao Ando, rendering of checkmate, full of glass facades, photoralistic rendering"
HANA Dream Town Masterplan_P_005.jpg,"a group of people walking down a sidewalk next to a building, detailed renderings, lumion rendering, conceptual rendering, rendering of checkmate, architectural rendering, sharp hq rendering, detailed rendering, renderhub next2020, full of clear glass facades, photoralistic rendering, lumion render, artistic rendering, landscape architecture photo, architecture visualization"
Hansung Motors Gangnam Tower_P_002.jpg,"a large glass building sitting on the side of a road, detailed renderings, sharp hq rendering, architectural rendering, detailed rendering, conceptual rendering, photoralistic rendering, artistic rendering, full of clear glass facades, a digital rendering, toon rendering, lumion rendering, renderhub next2020, sleek glass buildings, precise architectural rendering, modern glass building"
Hansung Motors Gangnam Tower_P_003.jpg,"a large glass building in the middle of a city, full of clear glass facades, sharp hq rendering, sleek glass buildings, paler. millions of glass-walled, full of glass facades, curvilinear architecture, precise architectural rendering, rounded architecture, detailed renderings, modern glass building, circular windows, large glass windows, multistory building"
Hansung Motors Gangnam Tower_P_004.jpg,"a very tall building with a lot of windows, 3dexcite, lumion rendering, sharp hq rendering, overwatch building, arasaka, tokio aoyama, syndicate corporation, saitama prefecture, gipf project, architectural rendering, renderhub next2020, avetetsuya studios, skeb.jp, shibuya prefecture"
Happymore Bakery Factory_2022021110434914485.jpg_1920.jpg,"a parking lot filled with lots of parked cars, medical research facility, extreamly detailed data center, medical complex, clean medical environment, passive house, data center, polygonal iron steel walls, analog data processing plant, overall architectural design, research complex, in realistic data center, exterior design, gipf project, cg architects"
Happymore Bakery Factory_2022021110434953572.jpg_1920.jpg,"a building with a parking lot in front of it, analog data processing plant, data center, research center, south korean male, overwatch building, in realistic data center, clean medical environment, extreamly detailed data center, research complex, the hard and strong buildings, corporate photo, medical research facility, joongwon jeong, terran trade authority"
Happymore Bakery Factory_2022021110434995717.jpg_1920.jpg,"a parking lot filled with lots of parked cars, softair center landscape, located in hajibektash complex, rough concrete walls, metal panels, softair arena landscape, exterior photography, metal cladding wall, metal hard surfaces, metal rust and plaster materials, exterior design, mirror's edge in russia, overall architectural design, in future airport rooftop"
Happymore Bakery Factory_2022021110435039485.jpg_1920.jpg,"a couple of cars that are parked in front of a building, ouchh and and innate studio, renderhub next2020, overwatch building, artsationhq, innate studio, unfotable studio, the hard and strong buildings, multistory building, manhwa, red - yellow - blue building, corporate photo"
Happymore Bakery Factory_2022021110435078562.jpg_1920.jpg,"a room with a curved wall in the middle of it, wood panel walls, wooden walls brass panels, smooth panelling, black vertical slatted timber, paneled walls, rounded ceiling, meeting room, polygonal wooden walls, wood panels, wood paneling, golden curve structure, smooth curvilinear design, bamboo wood, wooden trim, open wall architecture"
Happymore Bakery Factory_2022021110435245714.jpg_456.jpg,"a red fire hydrant sitting in front of a building, coper cladding, metal cladding wall, white plank siding, metal panels, architectural finishes, metal hard surfaces, metal rust and plaster materials, exterior design, polygonal iron steel walls, metallic reflective surfaces, medical research facility, stylized stone cladding texture, metal surfaces, architectural magazine, wet reflective concrete"
Happymore Bakery Factory_2022021110435275451.jpg_456.jpg,"a yellow building with cars parked in front of it, rough concrete walls, polygonal iron steel walls, research complex, medical research facility, exterior design, research center, modern technology building, exterior shot, metal cladding wall, coper cladding, exterior photography, concrete walls, architectural magazine, extreamly detailed data center, bright construction materials, architecture magazine"
Happymore Bakery Factory_2022021110435301961.jpg_456.jpg,"a car is parked in front of a building, corporate photo, in realistic data center, extreamly detailed data center, data center, joongwon jeong, solar, analog data processing plant, hwang se - on, popular south korean makeup, cyborg in the data center, south korean male, clean medical environment, dezeen, joongwon charles jeong"
Happymore Bakery Factory_행복만빵1.jpg,"a parking lot filled with lots of parked cars, analog data processing plant, data center, wetastudiofx, corporate photo, mappa studio, innate studio, in realistic data center, terran trade authority, research center, emtpy space, modern technology building, extreamly detailed data center, akitipe studios, aetstationhd"
Happymore Bakery Factory_행복만빵2.jpg,"a parking lot with cars parked in front of a building, analog data processing plant, innate studio, overwatch building, wetastudiofx, ouchh and and innate studio, data center, renderhub next2020, extreamly detailed data center, solar, dezeen, kyoani studio, corporate photo, ultrastation hq"
Happymore Bakery Factory_행복만빵3.jpg,"a building sitting on top of a hill next to a parking lot, nationalgalleryofart, photo courtesy museum of art, artsationhq, rough concrete walls, museum of art, cal-arts, modern technology building, medical research facility, american barbizon school, calarts, research center, bentonville arkansas, walt disney animation studios"
Happymore Bakery Factory_행복만빵4.jpg,"an aerial view of a building and parking lot, analog data processing plant, research complex, data center, research center, medical research facility, in realistic data center, extreamly detailed data center, rooftop solar panels, madhouse anime studios, kyoani studio, cyborg in the data center, terran trade authority, main character center focus, avetetsuya studios"
Happymore Bakery Factory_행복만빵5.jpg,"an aerial view of a tennis court surrounded by trees, bentonville arkansas, an aerial tennis court, overwatch building, built on a steep hill, traditional korean city, south korea, research center, well-designed masterpiece, korean traditional palace, research complex, architecture digest, extreamly detailed data center, american school, data center, architecture award winner, south korean male"
Happymore Bakery Factory_행복만빵6.jpg,"a large building sitting on top of a lush green field, extreamly detailed data center, data center, analog data processing plant, overwatch building, dji top down view, an aerial tennis court, cyborg in the data center, ultrastation hq, in realistic data center, research complex, research center, color aerial photo drone, giant crypto vault, wide aerial shot"
Happymore Bakery Factory_행복만빵7.jpg,"a building with a parking lot in front of it, analog data processing plant, overwatch building, data center, research center, in realistic data center, mappa studio, research complex, wetastudiofx, medical research facility, manhwa, extreamly detailed data center, medical lab, clean medical environment, the hard and strong buildings, corporate photo, pinnacle studio"
Happymore Bakery Factory_행복만빵8.jpg,"a building with a tennis court in front of it, analog data processing plant, data center, in realistic data center, research center, overwatch building, extreamly detailed data center, solar, wetastudiofx, research complex, red - yellow - blue building, ouchh and and innate studio, urban music studio, manhwa"
Headquarter of DGB Remodeling_201901211544597205.jpg_1920.jpg,"a tall building sitting in the middle of a city, corporate photo, dezeen, corporate, the hard and strong buildings, traditional korean city, concpet art, seoul, cover corp, office building, gigapixel maximum upscale, coper cladding, cory behance hd, south korea, architecture award winner, 4k photo gigapixel"
Headquarter of DGB Remodeling_201901211545001270.jpg_1920.jpg,"a city street filled with lots of traffic next to tall buildings, full of clear glass facades, us court, ssci - fi, ssci-fi, architecture award winner, pritzker architecture prize, large glass windows, official courthouse, futuristic government chambers, dezeen, overall architectural design, multistory building, sleek glass buildings"
Headquarter of DGB Remodeling_2019012115450054985.jpg_1920.jpg,"a tall clock tower towering over a city at night, full of clear glass facades, pritzker architecture prize, full of glass facades, museum of modern art, paler. millions of glass-walled, sleek glass buildings, modern glass building, modern art museum, architecture award winner, buildings made out of glass, seoul, dezeen showroom"
Headquarter of DGB Remodeling_2019012115450100276.jpg_1920.jpg,"a very tall building with a glass roof, modern glass building, photorealistic raytracing, transparent glass surfaces, huge glass structure, raytracing reflections, hyper photorealistic raytracing, detail render, large glass ceilings, ultrarealistic raytracing, ultra photorealistic raytracing, full of clear glass facades, vray tracing, ray tracing reflections, glass reflections on top"
Headquarter of DGB Remodeling_2019012115450140877.jpg_1920.jpg,"the lobby is clean and ready for us to use, 5000k white product lighting, commercial lighting, volumeric lighting, octane lighting, low spacial lighting : :, office ceiling panels, global lighting, rembrandt lighting scheme, fluorescent ceiling lights, halfrear lighting, optical caustic lighting, advanced lighting technology, wolumetric lighting"
Headquarter of DGB Remodeling_2019012115450238773.jpg_1400.jpg,"a large glass building with a tree in front of it, pritzker architecture prize, dezeen, full of clear glass facades, archdaily, architecture award winner, architecture digest, seoul, by Yi Jaegwan, inspired by David Chipperfield, white map library, neobrutalist architecture, multistory building, transparent glass surfaces"
Headquarter of DGB Remodeling_2019012115450443441.jpg_456.jpg,"a living room filled with furniture and lots of windows, atrium, large glass ceilings, full of clear glass facades, paler. millions of glass-walled, arborescent architecture, interior architecture view, floor - to - ceiling windows, dezeen, concrete hitech interior, multistory building, truss building, architecture award winner, tall ceilings"
Headquarter of DGB Remodeling_2019012115450471559.jpg_456.jpg,"a tall building sitting next to a parking lot, dezeen, tall building, multistory building, city high-rise, tokio aoyama, avetetsuya studios, pritzker architecture prize, japanese architecture, colossal tower, architecture award winner, hidetaka tenjin, coper cladding, cg architects, vertical architecture, height 1 7 8"
Heaven Central Church_2019032818125692320.jpg_1920.jpg,"a very tall building sitting in the middle of a city, architecture award winner, coper cladding, award winning architecture, full of clear glass facades, architecture digest, neobrutalist architecture, inspired by David Chipperfield, medical research facility, multistory building, sustainable architecture, architecture award winning, curvilinear architecture, overall architectural design"
Heaven Central Church_2019032818125726795.jpg_1920.jpg,"a building that has a lot of windows on it, full of clear glass facades, reykjavik junior college, architecture award winner, large glass windows, architectural finishes, dezeen, paler. millions of glass-walled, white map library, full of glass facades, transparent glass surfaces, research complex, exterior design, modern glass building, coper cladding"
Heaven Central Church_2019032818125762659.jpg_1920.jpg,"a very tall building with a lot of windows, full of clear glass facades, architecture award winner, medical research facility, paler. millions of glass-walled, research complex, multistory building, megatall building, modern technology building, ssci - fi, ssci-fi, architecture digest, polygonal iron steel walls, overall architectural design"
Heaven Central Church_2019032818125798674.jpg_1920.jpg,"a man riding a skateboard down a set of stairs, rough concrete walls, smooth solid concrete, architectural finishes, polygonal iron steel walls, pritzker architecture prize, stucco walls, wet reflective concrete, gray concrete, open wall architecture, translucent pastel panels, angled walls, coper cladding, concrete building, architecture award winner, external staircases"
Heaven Central Church_2019032818125834533.jpg_1920.jpg,"a large room filled with lots of windows, clear glass wall, transparent glass surfaces, steel window mullions, commercial lighting, paler. millions of glass-walled, full of clear glass facades, reflective glass, glass wall, large glass windows, 5000k white product lighting, fluorescent ceiling lights, glass walls, volumeric lighting"
Heaven Central Church_2019032818125868927.jpg_1400.jpg,"a large building sitting on the side of a road, medical research facility, lecture halls and gambling dens, research complex, hospital background, architecture award winner, cybernetic culture research unit, south korean male, dezeen, overall architectural design, hospital in background, megatall building, clean medical environment, multistory building, joongwon jeong"
Heaven Central Church_2019032818125990389.jpg_456.jpg,"a building with a staircase in front of it, full of clear glass facades, medical research facility, multistory building, research complex, smooth solid concrete, rough concrete walls, polygonal iron steel walls, gray concrete, wet reflective concrete, concrete building, research center, architecture award winner, 1 3 3 4 building, paler. millions of glass-walled"
Heaven Central Church_2019032818130016977.jpg_456.jpg,"a wooden floor in front of a building, full of clear glass facades, multistory building, concrete balcony, apartment complex made of tubes, 1 3 3 4 building, urban plaza, architecture award winner, elegant walkways between towers, glass railing, highrise made up staircases, set inside of parking garage, paler. millions of glass-walled"
Heaven Central Church_2019032818130041910.jpg_456.jpg,"a large building sitting on top of a parking lot, dezeen, architecture award winner, multistory building, award arhitectural photography, architecture digest, overall architectural design, sakimichan hdri, joongwon jeong, architectural magazine, award winning architecture, traditional korean city, cg architects, full of clear glass facades, sangyeob park"
High One Resort Theme Park_P_002.jpg,"a large building with a fountain in front of it, an evil villain's lair, sleek utopian design, huge futuristic building, futuristic palace, futuristic persian palace, detailed renderings, a crystal palace, ultra - futuristic architecture, futuristic castle, futuristic utopian architecture, futuristic building, rendering of log pile factory, architecture digest, futuristic architectural art, detailed rendering"
High One Resort Theme Park_P_003.jpg,"a group of people standing around a fountain, rendering of checkmate, detail render, detailed renderings, smooth utopian design, sleek utopian design, rendering of beauty pageant, concept image, conceptual rendering, environmental design, cg architects, detailed rendering, ice city in 2 0 8 0, architectural concept, featuring flowing fountains, mix with rivendell architecture, architecture concept"
Highrise Residences In ECOPARK_2019071916183466236.jpg_1920.jpg,"a group of tall buildings next to a body of water, detailed renderings, detailed rendering, lumion rendering, skybridge towers, floating buildings, duy beni serial, architectural rendering, cg architects, digital rendering, building along a river, chinese architecture, photoralistic rendering, renderhub next2020, high-rise buildings, gipf project"
Highrise Residences In ECOPARK_2019071916183502275.jpg_1920.jpg,"a group of tall buildings next to a body of water, lumion rendering, detailed rendering, detailed renderings, architectural rendering, digital rendering, photoralistic rendering, toon rendering, architecture visualization, rendering of checkmate, skybridge towers, cg rendering, a digital rendering, 3d rendering, 3 d rendering, architectural visualisation, architectural visualization"
Highrise Residences In ECOPARK_2019071916183574127.jpg_1400.jpg,"a group of tall buildings next to a body of water, lumion rendering, duy beni serial, skybridge towers, city high-rise, chinese architecture, digital rendering, yintion j - jiang geping, highrise buildings, high-rise buildings, gipf project, architectural rendering, detailed rendering, architecture visualization"
Home & Shopping Corporate Headquarters_P_002.jpg,"a very tall building with a lot of windows, sharp hq rendering, full of clear glass facades, precise architectural rendering, paler. millions of glass-walled, detailed renderings, detailed rendering, conceptual rendering, multistory building, architectural rendering, renderhub next2020, lumion rendering, foster and partners, lumion render"
Home & Shopping Corporate Headquarters_P_003.jpg,"a group of people walking down a sidewalk next to a tall building, sharp hq rendering, conceptual rendering, lumion rendering, architectural rendering, detailed renderings, detailed rendering, rendering of checkmate, photoralistic rendering, renderhub next2020, lumion render, pixar rendering, toon rendering, artistic rendering, precise architectural rendering, dramatic rendering"
Home & Shopping Corporate Headquarters_P_004.jpg,"a group of people standing outside of a building, skybridge towers, full of clear glass facades, lumion rendering, transparent glass surfaces, sleek glass buildings, detailed renderings, detailed rendering, highrise made up staircases, cascading highrise, architectural rendering, lumion render, rendering of checkmate, full of glass facades, sky bridges"
Home & Shopping Corporate Headquarters_P_005.jpg,"a group of people walking through a lobby, lumion rendering, architectural rendering, detailed renderings, sharp hq rendering, detailed rendering, clear glass wall, overall architectural design, artistic rendering, cgi rendering, interior architecture view, lumion render, adjacent hallways, open wall architecture, toon rendering, paler. millions of glass-walled, a digital rendering"
Home & Shopping Corporate Headquarters_P_006.jpg,"a group of people walking across a street next to a tall building, rendering of checkmate, sharp hq rendering, lumion rendering, architectural rendering, conceptual rendering, lumion render, renderhub next2020, detailed renderings, photoralistic rendering, detailed rendering, toon rendering, render corona, wide angle exterior 2022, cgi render"
Hwaseong Dongtan District 2 A-82BL_P_002.jpg,"a very tall building sitting on top of a lush green hillside, lumion rendering, detailed renderings, detailed rendering, rendering of checkmate, photoralistic rendering, architectural rendering, digital rendering, overall architectural design, architecture visualization, mantra rendering, ecovillage, architectural visualisation, toon rendering, skybridge towers, mass housing, 3 d rendering, 3d rendering"
Hwaseong Dongtan District 2 A-82BL_P_003.jpg,"a couple of tall buildings sitting next to each other, lumion rendering, architectural rendering, detailed renderings, overall architectural design, detailed rendering, rendering of checkmate, lumion render, digital rendering, architecture visualization, renderhub next2020, photoralistic rendering, chinese architecture, skybridge towers, architectural visualisation, cg architects"
Hwaseong Dongtan District 2 A-82BL_P_004.jpg,"a group of tall buildings sitting on top of a lush green field, lumion rendering, detailed renderings, rendering of checkmate, detailed rendering, architectural rendering, mass housing, photoralistic rendering, digital rendering, conceptual rendering, ecovillage, skybridge towers, overall architectural design, lumion render, colorful architectural drawing, architecture visualization"
Hwaseong Sports Complex_P_002.jpg,"an aerial view of a sports stadium with mountains in the background, soccer stadium, stadium landscape, sportspalast amphitheatre, stadium, baseball stadium, art deco stadium, stadium setting, futuristic sport arena, standing in a stadium, sangyeob park, dezeen, isometric view from behind, shin jeongho, high - angle view, top angle view"
Hwaseong Sports Complex_P_003.jpg,"a large silver building sitting on top of a lush green field, futuristic sport arena, zaha hadid building, huge futuristic building, zaha hadid style architecture, zaha hadid architecture, architecture zaha hadid, by Zaha Hadid, foster and partners, norman foster, curvilinear architecture, metallic architecture, futuristic building, architecture digest, portal. zaha hadid"
Hwaseong Sports Complex_P_004.jpg,"a large building sitting on top of a lush green hillside, soccer stadium, sportspalast amphitheatre, futuristic sport arena, architecture digest, art deco stadium, zaha hadid style architecture, stadium landscape, parametric architecture, curvilinear architecture, zaha hadid architecture, zaha hadid building, baseball stadium, huge futuristic building, smooth utopian design, pritzker architecture prize"
Hwaseong Sports Complex_P_005.jpg,"a group of benches sitting in front of a building, zaha hadid building, zaha hadid architecture, by Zaha Hadid, architecture zaha hadid, zaha hadid style architecture, curvilinear architecture, in style of zaha hadid architect, in style of zaha hadid, architecture digest, portal. zaha hadid, norman foster, brutalist international futurist, parametric architecture, modernist buildings"
Hwaseong Sports Complex_P_006.jpg,"a stadium filled with lots of empty seats and a green field, soccer stadium, stadium setting, stadium landscape, stadium, heise jinyao, art deco stadium, futuristic sport arena, wide-angle view, wide - angle view, pyongyang, qiangshu, wide view, view from the ground, standing in a stadium, ground view"
Hwaseong Sports Complex_P_007.jpg,"a stadium filled with lots of empty seats, soccer stadium, stadium setting, art deco stadium, stadium landscape, stadium, shin jeongho, sangyeob park, photo 1 5 mm, wide - angle view, wide-angle view, heise jinyao, 14mm wide angle lens f8 aperture, ultra wide angle view, futuristic sport arena"
Hwaseong Sports Complex_P_008.jpg,"a car that is parked in front of a building, pritzker architecture prize, curvilinear architecture, by Tadao Ando, renzo piano, architecture digest, freddy mamani silvestre facade, sportspalast amphitheatre, architecture magazine, gigantic landing pad, spaceport, honeycomb structure, architecture award winner, architectural magazine, archdaily, parametric architecture"
Hwaseong Sports Complex_P_009.jpg,"a row of benches sitting in front of a building, smooth solid concrete, gray concrete, smooth concrete, wet reflective concrete, metal hard surfaces, by Zaha Hadid, solid concrete, white concrete, curvilinear architecture, architecture digest, architecture zaha hadid, rough concrete walls, hard surfaces, by Tadao Ando, architectural magazine, architectural finishes, metal surfaces"
Hwaseong Sports Complex_P_010.jpg,"a stadium filled with lots of empty seats, art deco stadium, soccer stadium, stadium landscape, stadium setting, futuristic sport arena, curvilinear architecture, turf roof, stadium, zaha hadid style architecture, by Zaha Hadid, parametric architecture, zaha hadid architecture, golden curve structure, architecture digest, sportspalast amphitheatre, honeycomb structure, architecture zaha hadid"
"Hyecheongwan, Daejeon Institute of Science and Technology_P_002.jpg","a large glass building with a clock tower in the background, large glass windows, full of clear glass facades, reflective glass, modern glass building, 1 3 3 4 building, buildings photorealism, sleek glass buildings, transparent glass surfaces, multistory building, with shiny glass buildings, medical research facility, reflective windows, modern technology building, megatall building, glass buildings"
"Hyecheongwan, Daejeon Institute of Science and Technology_P_003.jpg","a view of a city from a bird's eye view, overwatch building, research complex, research center, data center, from ncsoft, modern technology building, office building, medical research facility, renderhub next2020, buildings photorealism, corporate photo, white map library, multistory building, korean mmo, realistic building, gigapixel photo"
"Hyecheongwan, Daejeon Institute of Science and Technology_P_004.jpg","a very tall building with a lot of windows, full of clear glass facades, reflective glass, transparent glass surfaces, reflective windows, sleek glass buildings, full of glass facades, large glass windows, modern glass building, clear glass wall, transparent glass, glass wall, glass reflections, transparent corrugated glass, glass walls, detailed reflections"
"Hyecheongwan, Daejeon Institute of Science and Technology_P_005.jpg","a red fire hydrant sitting in front of a tall building, full of clear glass facades, sleek glass buildings, modern glass building, large glass windows, full of glass facades, transparent glass surfaces, transparent building, multistory building, clear glass wall, paler. millions of glass-walled, reflective glass, modern lush condo as shopfront"
"Hyecheongwan, Daejeon Institute of Science and Technology_P_008.jpg","a large glass building sitting on the side of a road, modern glass building, full of clear glass facades, sleek glass buildings, large glass windows, megatall building, buildings photorealism, reflective glass, kyoto animation studio, office building, modern technology building, architecture award winner, multistory building, transparent building, 1 3 3 4 building, kyoani studio"
"Hyecheongwan, Daejeon Institute of Science and Technology_P_009.jpg","a couple of buildings that are next to each other, full of clear glass facades, paler. millions of glass-walled, modern glass building, large glass windows, multistory building, full of glass facades, transparent glass surfaces, with shiny glass buildings, architecture award winner, 1 3 3 4 building, sleek glass buildings, dezeen, overall architectural design"
"Hyecheongwan, Daejeon Institute of Science and Technology_P_010.jpg","a large glass building with a lot of windows, full of clear glass facades, modern glass building, large glass windows, megatall building, multistory building, full of glass facades, pritzker architecture prize, renzo piano, modern technology building, former gasometer in rome, reflective glass, 1 3 3 4 building, transparent glass surfaces"
Hyechon University (current DST) Dormitory_P_002.jpg,"a couple of tall buildings sitting next to each other, coper cladding, modernist buildings, medical research facility, multistory building, 1 3 3 4 building, metal panels, brutalist architecture buildings, brutalist office buildings, overall architectural design, pritzker architecture prize, metal cladding wall, medical complex, megatall building, brutalist courtyard"
Hyechon University (current DST) Dormitory_P_003.jpg,"a very tall building with a lot of windows, research complex, multistory building, medical research facility, medical complex, megatall building, research center, traditional korean city, south korean male, full of clear glass facades, modern technology building, office building, overwatch building, modern glass building, 1 3 3 4 building, hospital background, architecture award winner, south korea"
Hyechon University (current DST) Dormitory_P_004.jpg,"a building with a sign on the side of it, lecture halls and gambling dens, medical complex, medical research facility, the hard and strong buildings, clean medical environment, research complex, central hub, research center, hospital background, polygonal iron steel walls, medical lighting, surgery theatre, emergency room, modern technology building, hospital, japanese high school"
Hyechon University (current DST) Dormitory_P_005.jpg,"a group of planters sitting on top of a wooden floor, roof garden, multistory building, elegant walkways between towers, school courtyard, green terrace, overall architectural design, tall terrace, urban plaza, outdoor design, traditional korean city, exterior design, plants on balconies, volumetric outdoor lighting, sangyeob park, cg architects, terrace"
Hyechon University (current DST) Dormitory_P_006.jpg,"the lobby is clean and empty of people, commercial lighting, white marble interior photograph, optical caustic lighting, fluorescent ceiling lights, low spacial lighting : :, medical lighting, 5000k white product lighting, ceiling fluorescent lighting, polished concrete, shiny marble floor, volumeric lighting, traditional korean interior, environmental lighting, diode lighting, artificial warm lighting"
Hyechon University (current DST) Dormitory_P_007.jpg,"a tall building sitting next to a parking lot, full of clear glass facades, multistory building, large glass windows, modern glass building, 1 3 3 4 building, medical research facility, office building, exterior photo, steel window mullions, megatall building, exterior shot, transparent glass surfaces, sangyeob park, overall architectural design, sleek glass buildings"
Hyechon University (current DST) Dormitory_P_008.jpg,"a large building sitting on the side of a road, south korean male, research complex, hospital background, medical research facility, south korea, lecture halls and gambling dens, multistory building, medical complex, traditional korean city, modern technology building, overall architectural design, research center, joongwon jeong, hospital in background, architecture award winner, 1 3 3 4 building"
Hyechon University (current DST) Dormitory_P_009.jpg,"a couple of buildings that are next to each other, research complex, full of clear glass facades, medical research facility, multistory building, cybernetic culture research unit, research center, architecture award winner, dezeen, medical complex, transparent building, office building, cg architects, large glass windows, hospital background, modern technology building, pritzker architecture prize"
Hyundai Marine & Fire Insurance Busan Headquarters_P_002.jpg,"a tall building with a clock on the top of it, tankobon, crunchyroll, overwatch building, hidetaka tenjin, office building, squaresoft, megatall building, the hard and strong buildings, kyoto animation studio, aniplex, hakusensha, orange roof, studio orange, big poor building, cg architects, concentrated buildings, arasaka"
Hyundai Marine & Fire Insurance Busan Headquarters_P_004.jpg,"a tall building sitting on the side of a road, 1 3 3 4 building, the hard and strong buildings, brutalist office buildings, office building, multistory building, seoul, overwatch building, brutalist architecture buildings, joongwon jeong, megatall building, modernist buildings, sangyeob park, exterior photography, news archive, saitama prefecture"
Hyundai Marine & Fire Insurance Cheonan Office_2020010310563201153.jpg_1920.jpg,"a very tall building sitting in the middle of a city, corporate photo, the hard and strong buildings, syndicate corporation, overwatch building, tall obsidian architecture, buildings photorealism, black steel buildings, acrion, gigapixel photo, multistory building, office building, 4k photo gigapixel, realistic building, architecture award winner, seoul"
Hyundai Marine & Fire Insurance Cheonan Office_2020010310563446562.jpg_1400.jpg,"a parking lot filled with lots of cars next to tall buildings, corporate photo, seoul, overwatch building, joongwon jeong, megatall building, renderhub next2020, traditional korean city, wetastudiofx, multistory building, office building, dezeen, south korea, distinct horizon, cosmoport, by Yi Jaegwan"
Hyundai Marine & Fire Insurance Cheonan Office_2020010310563562117.jpg_456.jpg,"a river running through a lush green field next to tall buildings, building along a river, brutalist office buildings, empty buildings with vegetation, nature growing around the city, nature returning to the city, architecture photography, <3d eco brutalist, 4 k editorial photograph, pritzker architecture prize, watercore, brutalist architecture buildings, urban surroundings"
Hyundai Marine & Fire Insurance Cheonan Office_2020010310563587183.jpg_456.jpg,"a tall building sitting in the middle of a city, avetetsuya studios, coper cladding, multistory building, 1 3 3 4 building, tokio aoyama, modern glass building, megatall building, postmodernism style, full of clear glass facades, large glass windows, cg architects, building facing, office building, tankobon"
Hyundai Marine & Fire Insurance Cheonan Office_202001031056361212.jpg_456.jpg,"a building with a lot of cars parked in front of it, tall obsidian architecture, corporate photo, multistory building, 1 3 3 4 building, megatall building, overwatch building, realistic building, coper cladding, black vertical slatted timber, the hard and strong buildings, modern glass building, central hub, orange roof, office building, dezeen"
Hyundai Marine & Fire Insurance Cheonan Office_2020020410495971090.jpg_1920.jpg,"a very tall building sitting in the middle of a city, the hard and strong buildings, renderhub next2020, hd —h 1024, high details photo, corporate photo, h 1024, h 1 0 2 4, distinct horizon, red - yellow - blue building, hcl, sakimichan hdri, office building"
Hyundai Marine & Fire Insurance Cheonan Office_2020020410500036680.jpg_1920.jpg,"a very tall building with lots of windows, photo 1 5 mm, coper cladding, pritzker architecture prize, the hard and strong buildings, sigma 1 0 - 2 0 mm, office building, 14mm wide angle lens f8 aperture, megatall building, 1 3 3 4 building, sony 14mm f2.8, cg architects"
Hyundai Marine & Fire Insurance Cheonan Office_2020020410500086674.jpg_1920.jpg,"a room filled with lots of tables and chairs, full of clear glass facades, transparent glass surfaces, large glass windows, white marble interior photograph, floor - to - ceiling windows, sliding glass windows, traditional korean interior, commercial lighting, interior architecture view, clear glass wall, mirror and glass surfaces, sleek glass buildings, volumeric lighting, seoul"
Hyundai Marine & Fire Insurance Cheonan Office_2020020410500124146.jpg_1920.jpg,"a room filled with lots of chairs and tables, commercial lighting, 5000k white product lighting, white marble interior photograph, bright it interiors, volumeric lighting, accent lighting : : peugot onyx, global lighting, office ceiling panels, in a open-space working space, modern office, angular dynamic white rock floor, environmental lighting"
Hyundai Marine & Fire Insurance HIVISION CENTER_20180115180047493.jpg_1920.jpg,"a large building sitting on top of a lush green hillside, pritzker architecture prize, health spa and meditation center, korean traditional palace, south korea, traditional korean city, architecture award winner, well-designed masterpiece, inspired by Tadao Ando, built on a steep hill, inspired by Yi Jaegwan, inspired by Jeong Seon, integrated in the mountains"
Hyundai Marine & Fire Insurance HIVISION CENTER_20180115180048336.jpg_1920.jpg,"an aerial view of a building with a green roof, traditional korean city, pritzker architecture prize, architecture digest, korean traditional palace, research complex, joongwon jeong, inside a futuristic army base, south korea, by Jeong Seon, by jeonseok lee, research center, architecture magazine, lecture halls and gambling dens, south korean male, cg architects"
